jump_size,time,IAC
640,0.016047,29.9487853123298
641,0.015264,29.289104128358886
642,0.015457,29.18343371647713
643,0.015636,30.14949769669995
644,0.015777,29.923075673583284
645,0.015583,34.91142511704615
646,0.015665,29.000031097682196
647,0.015334,28.442641614833423
648,0.015978,28.628246878385816
649,0.015886,30.265328162341337
650,0.015267,29.33832226550275
651,0.015864,31.373205038427525
652,0.015806,32.5757205510606
653,0.015929,35.7010885812285
654,0.015965,30.695872102906257
655,0.015999,31.130985630199095
656,0.015901,31.093395131980543
657,0.01555,30.51245298359221
658,0.015399,29.655217481093295
659,0.015662,30.12024897654484
660,0.014909,30.55283033388077
661,0.014859,31.760282348554888
662,0.015039,32.5537642175993
663,0.014902,29.93352721931858
664,0.015134,29.591294153121524
665,0.014893,31.44131725345393
666,0.01483,35.66239679613682
667,0.015317,30.102916163060844
668,0.014843,28.878067893342173
669,0.015019,30.1570540628132
670,0.015147,29.042112780162693
671,0.014951,34.59622679380644
672,0.015292,31.044049636804075
673,0.014985,30.796066001539824
674,0.015284,30.05000341397778
675,0.015677,34.30779704439317
676,0.01561,30.3585589403441
677,0.015245,28.97495235391548
678,0.015073,29.819235514073487
679,0.014626,29.038784132209898
680,0.014718,29.6056698708798
681,0.015026,28.583262747085186
682,0.014887,29.12150686786279
683,0.014414,31.162081038832742
684,0.014466,31.57178607237019
685,0.01444,31.397632775332973
686,0.014664,30.43191741081068
687,0.014569,29.79813092368984
688,0.015262,30.454499191685585
689,0.015336,34.54477685530928
690,0.015317,30.21794069904372
691,0.015185,30.43079640223974
692,0.015404,30.753013771018345
693,0.015115,30.535504746377207
694,0.014547,31.851507434095495
695,0.01492,30.875150904034648
696,0.014692,29.59538786232428
697,0.014939,30.27495238243448
698,0.014545,29.86584784998346
699,0.014317,30.348535732854536
700,0.014624,30.833777359703575
701,0.014468,30.455458794440066
702,0.014424,29.219758931558033
703,0.014583,28.49919287454035
704,0.014577,32.26503240899745
705,0.014752,29.256556288475092
706,0.014538,29.13443320078184
707,0.014423,30.443944449403446
708,0.013868,29.82304800467678
709,0.013921,32.889385428512405
710,0.014137,29.37917842519887
711,0.014204,29.670541815355833
712,0.014311,30.735953310932754
713,0.013762,31.23554719213632
714,0.014065,31.615586396149396
715,0.014092,30.779128761553565
716,0.014028,29.827070157400136
717,0.014105,30.501982069699256
718,0.01404,30.094312411402964
719,0.013943,31.827136329748644
720,0.01395,31.051741722222268
721,0.013848,29.42619707378679
722,0.01413,28.246562005769828
723,0.014305,28.90622916439608
724,0.01387,36.06199307291007
725,0.014545,32.83705061077587
726,0.014611,32.77812857322019
727,0.01507,30.60215637968548
728,0.014306,32.39157711475004
729,0.014144,32.09652995266258
730,0.013916,30.547067558279117
731,0.014222,30.33220841202589
732,0.013982,30.628072242471575
